Domain,TypingDifficult,CharacterFrequent
gqmwcwmikeoesiye.org,61.9,4.78
aaiuyigmemycocem.org,61.85,5.540000000000001
iqccewyoeqosqumk.org,63.9,4.639
ceckkecswcciiaoq.org,74.85,5.3665
skmcicqmqgaaiwak.org,69.9,4.477500000000001
qkiuswgycuasiwqm.org,65.9,3.6915000000000004
iuawwuwowgwauuyw.org,54.9,3.4775
mcosgokyuimgcuii.org,64.85,5.052999999999999
eiusgcgwomaqemiw.org,59.9,4.868
wsaukeeuwgeweasi.org,58.9,4.638999999999999
iqkueykgkawweqme.org,61.9,3.7230000000000003
iququmsigskkmwya.org,64.85,3.6815000000000007
gmygwkckiyoqmqqo.org,66.9,3.780500000000001
occcekeouggkcmuk.org,71.85,5.205
uoygoqsymcscmgwc.org,72.9,4.7005
myuewsqcggscqwmc.org,72.9,4.078000000000001
kuqsykucscosyike.org,73.8,4.2385
oguiiaswguaweewe.org,54.8,4.8205
ogsmsemcgywikoum.org,65.9,4.9945
wwmgiiuuekeeimug.org,53.9,4.445
skieeoswwekcqeye.org,63.9,4.8660000000000005
ceuewyqyoeeawuck.org,61.9,4.664
cemkigeaqqokyioe.org,60.9,5.0525
iqikseqeoumwaagu.org,56.9,4.618
qgqoosuggwyqqago.org,61.9,3.8050000000000006
mckyuyyccsqiwkug.org,74.9,3.6480000000000006
souoqsiwuooiieig.org,52.85,5.459499999999999
aeymgioyggcqukmu.org,63.9,4.304
aacaqgiwqccmeuse.org,66.9,5.018
sowsioeqkgcskauu.org,66.9,4.707500000000001
wwiuoyiqaoccikwa.org,61.9,4.6354999999999995
qgeauggqykmoqkcc.org,69.9,3.9330000000000007
gqiyemcwemisqaua.org,60.85,4.6225000000000005
cemusagcwyescogk.org,72.9,5.028
ussuoaaoyoceosmg.org,62.9,5.959
usskysogmwigkygi.org,69.85,3.91
qkcqwaeiuoakuieu.org,57.9,4.503500000000001
cigsoocygyosycgs.org,75.85,5.0945
qgwqewquuwsqwsuc.org,62.8,2.9650000000000003
qksuoqeogoucoaga.org,60.9,5.2730000000000015
gqgmgyoekuiyioia.org,58.9,4.561999999999999
ogauqgoimiamuwuy.org,54.9,4.6395
wwycqwaqaqockuee.org,63.85,4.078000000000001
iuuqosssqykusaei.org,61.85,4.372
kuoskimauusimwwe.org,59.85,4.5805
kyeiegomgoikqcku.org,63.85,4.6385
ogmkioksqicuygsu.org,66.9,4.4375
aekegqagemimgoyc.org,62.9,5.086500000000001
ocwywegyqugicicy.org,67.85,4.127000000000001
uscgayqiwkqmosoa.org,65.9,4.572000000000001
ceauucwaoaqkqkae.org,63.85,4.843999999999999
usakwmgiqmicgikg.org,66.85,4.080500000000001
iqgwkmeigyqceywy.org,64.9,3.56
mywaucucqgqmsege.org,65.85,4.317500000000001
kyaygkccamqieqwe.org,68.9,4.181
gqgyikocqqyisiee.org,63.85,4.141
cesgawgacaewskkw.org,72.85,4.519499999999999
iuwsocmyokwgiqga.org,63.9,4.404999999999999
wscwucccmckyyciq.org,79.85,4.35
aewsiqqukyuemggm.org,60.9,3.9715000000000003
eiyqkgmuogcekegw.org,63.9,4.334
aamqmykgewkkwgca.org,69.9,3.9865000000000004
mckgwgsikieyomcs.org,71.85,4.7395000000000005
ocqyqqwyekgscqgw.org,70.85,3.3440000000000003
ywiqaawoyyeosgeo.org,58.85,4.882499999999999
mcmswaccmccgkcow.org,80.75,5.3895
wwoakkgogyscyoky.org,71.9,4.142
socugiqwugysiucc.org,68.85,4.3705
cieomsgysmyoqiyc.org,67.9,5.062500000000001
ywayiwwmewcggmgs.org,66.9,3.8665000000000007
mciisaiwqicccqaa.org,67.85,5.172000000000001
soqumeywkqwquwcq.org,62.85,3.3514999999999993
emqumkykyogkqwmc.org,67.85,3.7990000000000004
iqmwesmymwiiiaiq.org,54.75,4.474
qgkuyscamgyoeaoy.org,66.9,4.614
somwcaqmissgagyy.org,69.9,4.591500000000001
qkuoaaaiiiaiauoa.org,50.55,5.573500000000001
gmyccmaescugqesa.org,71.85,5.0785
ywaqywqookaqymcy.org,65.7,3.749
emkwgumssgkeeweu.org,62.9,4.423
qgggscmoiiqmwyce.org,65.85,4.4655000000000005
qkeeiwqmcuakugso.org,62.9,4.4065
emswuogyammeymgm.org,60.9,4.9625
gmagqesosgiwowmw.org,61.9,4.6125
kymwuswagakcwqum.org,67.9,3.6470000000000007
wssqaigqewcemyig.org,64.85,4.227
kuuoswqgqogayyou.org,60.9,3.9895000000000005
kyeyquocacgumeyw.org,65.85,4.3245000000000005
wsmaiyqkmqqqmgic.org,64.85,3.735500000000001
mcceccqqgmiykmki.org,73.85,4.5920000000000005
mywkgkccmegegsyo.org,72.85,4.487
mceqgogqycemaomi.org,62.85,5.3255
mcsckmwgmyesqeyu.org,70.9,4.4005
ogckwqkemqeiacga.org,66.9,4.6770000000000005
soeausuimqoqkauy.org,58.85,4.7455
mccooacaumkwkoia.org,66.9,5.8165
wwocossyuquwakoc.org,66.85,4.5920000000000005
yawgqmkqagosaoqs.org,65.9,4.2635
gqcwyiikmkouwiey.org,62.9,3.9899999999999998
uookoqeosuakokmc.org,61.8,5.6450000000000005
skumikuuyiguugwk.org,62.8,3.3794999999999993
ogkuyocgikgmyses.org,69.9,4.572000000000001
ogeqqseyioygiqcu.org,60.9,4.4335
eieckyesiksismsa.org,68.85,5.226
wwcokugeymgakeuc.org,66.9,4.431
qkoakiiauwygoqsw.org,61.9,4.0535000000000005
myqkaawsiwsqmmce.org,66.85,4.37
wwayqucsggwyoygc.org,70.9,3.5839999999999996
aagemsimwmgmiams.org,61.85,5.3245000000000005
iqigkmamawyqyauk.org,62.85,3.789
uoogakuogcgwiiig.org,58.75,4.8895
qguiaueskgeoeieo.org,54.85,5.306
gqiqygoseomkaouc.org,62.9,4.931
ocekoaiysciugaya.org,65.9,5.388
ciaosgaqaiiaoies.org,59.75,5.874499999999999
mcaooemwasqoyuua.org,58.9,5.546
iucumcuukmsewssi.org,65.85,4.712999999999999
qgeumkmguecimcae.org,62.9,5.0135000000000005
ussuqyyeysqewoso.org,63.9,4.296
aaeuqiwqueaqikys.org,57.85,4.104000000000001
aeggmoawyemgmqyg.org,61.85,4.5225
kyyiuuwocokummkc.org,66.9,4.3965000000000005
gmogqcagaemaosua.org,62.9,5.4910000000000005
ogqaeekueukwmcwu.org,59.9,4.447
eiqkkkyeoquaoaao.org,57.8,5.0200000000000005
skiqqesaoieoqmac.org,61.9,5.277
ceowekkuekyqeqiw.org,61.85,4.1875
ogoikeoeymiggayq.org,58.9,5.0265
kuaygoyoysquaous.org,62.8,4.4910000000000005
skokiagqgauiqsgc.org,68.9,4.2385
wwmkceocseoumaqw.org,63.85,5.039500000000001
socmecsmkkgyswcc.org,80.9,5.0135000000000005
aesagmcsegwyicuw.org,67.9,4.782500000000001
aaosouyaegaoumme.org,55.8,6.005000000000001
eicukaeakuggsgmg.org,66.9,4.549
ywioyggauewawciy.org,61.9,4.168000000000001
qkcecwomcycwwyme.org,71.85,4.6085
gmqqgiyqqwqaycqu.org,63.85,2.8310000000000004
aeouaecywkwwkauo.org,60.8,4.7844999999999995
skgsoquuuycsywuu.org,65.8,3.6670000000000003
ceeyckgqassuiqma.org,68.9,4.659
gmqagskomcgeqyoi.org,65.9,4.712000000000001
emyemkqiuyqogccs.org,66.85,4.5775
ywwyusmiysocwcyi.org,68.9,4.0760000000000005
usmcgwekeoummymo.org,61.9,5.192500000000001
iqauamwueycaeoyk.org,59.9,4.7829999999999995
eiqaiuuwsgwkegim.org,57.9,4.204
kuuoegmikwyyoima.org,58.9,4.619000000000001
sookquawaekaougu.org,58.9,4.9145
wwceimmqqwmcseke.org,64.9,4.532
aekwsiksoeiuqeww.org,59.9,4.4955
aaikucaqcqaaaguo.org,62.8,5.0440000000000005
wwmawkqquyqyqugg.org,62.8,2.4955
cicqcyaasekcawsg.org,76.9,4.9
ocuikmsacgkywwsi.org,70.9,4.4605
ogosgkiugcismuqu.org,63.9,4.5665
kuwoaowecmuyekcy.org,64.9,4.7620000000000005
ywayuaswacmewkqu.org,64.85,3.9500000000000006
eioockwaioqicuso.org,59.85,5.7844999999999995
ussggymqcowmuwym.org,66.85,4.0015
ocyoyywyegicacwq.org,68.9,4.495500000000001
ywmiqeeossuqswku.org,61.9,4.131500000000001
usekcyauwsuikgue.org,64.9,4.1899999999999995
wwoigywuugykmaeo.org,58.85,4.155500000000001
qgaoiumuumsekimy.org,57.85,4.658500000000001
cekuoeemyqocsmei.org,61.9,5.682499999999999
qkoqwuycqieumssc.org,66.9,4.146
ogeakmiogkkmkugc.org,67.8,4.75
gmaewqkeeimuewkq.org,57.85,4.2955
kyameekkcyucgssm.org,74.9,4.5335
uoyeekyymmoqeymo.org,57.8,5.048
myigoeymkwygagco.org,65.9,4.614
kuikugaasqyiuwkm.org,63.85,3.6785000000000005
qgsiqkmmiyqkogmy.org,65.85,3.7344999999999997
emcmicycmqkkggyw.org,73.85,4.1745
soogsgmwaukwsycu.org,68.9,4.4895
ywwismyeewioqmkm.org,59.85,4.34
qkkaaiugisuoiigs.org,61.9,4.48
wsqsqqqgsuwcquei.org,63.8,3.272
iqgaicocswauqyku.org,65.9,4.2825
uowqsmueyceaukww.org,60.9,4.226999999999999
sooiomyawcmiwmci.org,61.9,5.7124999999999995
aeqsiaeoywuwyeks.org,60.85,4.568
mcysmkcoewuoiuoy.org,63.85,5.254499999999999
qkusgyusygaiiuke.org,64.85,3.7205000000000004
qgkkuyyuaykwqoyw.org,66.9,2.78
ogooskeikkcmkmgu.org,67.9,5.0395
mywuoggcyimkuoky.org,65.85,4.1195
skekuaggocqacwuk.org,70.9,4.303
oggasikyeyuysuqa.org,64.9,4.132499999999999
kueyegkwwygiqegi.org,61.8,3.557
gmgseawgcmqicooi.org,64.9,5.253
uogewqaieoacqiom.org,54.9,5.4990000000000006
myeeayqiygseusmw.org,61.9,4.401
eimkwqiiookyqkuu.org,57.9,4.143
soaswgiwiiskgeie.org,61.9,4.888
qgaykceuaquaciwa.org,64.85,4.3375
uscyuaemosgmagyk.org,67.9,4.761
yaeiuigimaeoikky.org,57.85,4.923
mcsuwkiymwmcsccq.org,75.75,4.469
ciymmmqouiwkwuiq.org,57.8,4.1265
yasecqsywmesieys.org,68.9,4.686
emoeuyamaqymuwyg.org,57.9,4.5285
uooumkqaisoakoma.org,57.9,5.627000000000001
iqmqaoeggemmqgey.org,57.8,4.635000000000001
ocweueeuquikkamg.org,58.85,4.6855
ciqiyuumeckwwgsc.org,68.9,4.1745
usqyuckcqosaegam.org,68.9,4.631500000000001
qkkaqkkiqgkyswai.org,70.75,3.0805
kumuacyamammwsgg.org,66.85,4.574
iqeasmwgiagykcii.org,63.9,4.5205
yagegyaakscmmocg.org,71.85,5.031500000000001
qgoukwioicuosgow.org,59.85,4.8295
eicuuqemmwuggeii.org,54.85,4.6834999999999996
cisqcmqmwycqkeus.org,71.9,4.162
usymaowmyuwsaquy.org,61.9,4.0155
kuwwkgemigiiouyu.org,57.9,3.982
eicygkmsowoeugqu.org,61.9,4.656499999999999
cigeuqwyoosaemuy.org,59.9,4.8805000000000005
skwymewoeycoucug.org,65.9,4.7090000000000005
qgqiygqiciyiiwya.org,61.7,3.5509999999999997
qkicgkcewikqaqug.org,68.9,3.625
gqwqyqouaasiieyk.org,60.9,3.8925000000000005
wssyoaiycoqwaycq.org,68.85,4.4415
gqicicmuoscsascc.org,76.8,5.477500000000001
ceaysckccimeceai.org,73.75,5.8605
qgiggosicwekugoc.org,66.85,4.609500000000001
gmckukmaeauyguco.org,66.9,4.76
gquywoieskoeaiea.org,56.8,5.1085
ogqieceaomkekiuc.org,61.9,5.484
emokciqywwiaekwa.org,61.9,4.5235
aemswckwsmeoqwkm.org,66.9,4.681
eiiqgogksumugauk.org,60.9,4.275
emsseukegkckqswg.org,71.9,4.2090000000000005
ywgsygcksqiegmya.org,71.9,3.8115
oggyswouyeaaayii.org,58.85,4.8355
emewqwqeumusoksm.org,58.85,4.5515
qkoqkowqeueqqysy.org,61.75,3.4835000000000003
ceusuwamsuaqckya.org,67.85,4.551500000000001
gmgkuuwqsmegqqyi.org,62.9,3.3485
uscwqigaswmaeqmo.org,62.9,4.6875
oguyieeymgmuyswi.org,58.85,4.445
usiiwoewciisoecy.org,60.8,5.388500000000001
skskooaakyiuuccc.org,72.8,5.081
wwcuissckugcwiso.org,71.85,4.4595
ciocyuoimmwcgsao.org,65.9,5.684
kuweouiqwwseauuw.org,54.85,3.9765
skmskimgiwuaqkay.org,67.85,3.9539999999999997
ogoceogqwiqkouuy.org,58.85,4.7045
skiacekqoiqaesea.org,63.9,5.273
usumeycecsssgycq.org,73.8,4.663500000000001
kyaqewmqkyoiuymo.org,60.85,4.144
cimokgaosomkcioy.org,66.85,5.7885
emyqckysccakagaw.org,75.9,4.4575000000000005
qkwcgmqkoyioigsg.org,67.85,4.0555
skeokoooyggkgiew.org,62.85,4.959
eiwimmqskkauiqqq.org,58.85,3.7890000000000006
iqckeqaoysycqiuu.org,64.9,4.2285
gmeoccqmgkkksagq.org,72.85,4.361500000000001
iquogeqeikkcqukg.org,62.85,3.9185000000000008
ocgkgwsqsauagckm.org,73.9,4.376
wwmkgeoumaueokqg.org,58.85,4.4885
wwqoscsgwmoscamw.org,69.75,4.7065
mywiumqeqmuwuwwc.org,57.85,3.6139999999999994
kysmgamyekeoymay.org,66.9,4.6465000000000005
qkigmimseouakaia.org,59.9,5.049999999999999
uokeuagqcmcoecwy.org,65.9,5.0555
wwoocmwakqgckccc.org,75.85,4.781000000000001
eiogmekuqceauywk.org,60.9,4.6000000000000005
uoacaucyyuiwiguc.org,63.85,4.65
mymiemugyykacwye.org,64.9,4.2915
ocmiquoioomcquag.org,57.85,5.6305000000000005
ogckqcokoamckgwo.org,71.85,5.1815
aeeksogkcmakgweo.org,66.9,5.2545
kyewuuwuoaeqgesa.org,57.85,4.3774999999999995
cekkgwicakcgiemm.org,71.9,4.8340000000000005
skgswsgokuimsywc.org,73.9,4.1005
wwyqaaowsqumomcc.org,64.9,4.599500000000001
uoyiaqkmmmoiqowi.org,53.85,4.939500000000001
wsaiaimmawkuscmg.org,65.85,4.804
iqkmkoyawgoqiukm.org,61.85,4.1015
kugaewqyqgysgcyu.org,68.9,3.2575000000000003
wwimmoiicwoqsmik.org,59.9,4.853
aaoymuwcswaiyuik.org,62.9,4.576499999999999
qgyayeoukgyeyskk.org,68.8,3.6945000000000006
iqcgamuuikucoqyq.org,62.9,4.096
mcmceosuikewkcee.org,66.8,5.583
myeoogsmoiwkceoq.org,60.85,5.5649999999999995
aeusooismgwoycky.org,64.9,5.166
qkcuwykwamgsmwcw.org,71.9,3.5450000000000004
ywyacwakeumoooie.org,57.85,5.329
aawwysuwakwussoi.org,63.9,4.1675
wwkkkimqgwomcauk.org,66.85,3.7635000000000005
yaeuuyakooswqqyu.org,59.85,4.060499999999999
gmcwaooimosqigwi.org,59.9,5.223999999999999
kuwiyeomeikcigic.org,62.9,4.906000000000001
cegouumqgcqusgsa.org,66.9,4.525
wssasyqikgggaaee.org,66.85,4.375500000000001
myiycgcysaeyqcks.org,76.9,4.2975
ywsecougmkyyacmq.org,69.9,4.354
gmkicqyiksqqwmii.org,65.9,3.7050000000000005
gmqwicsuqmsayyem.org,65.9,4.2245
usmewkqcsumaumym.org,64.85,4.438000000000001
qgeuqywsmmqggmkw.org,64.85,3.277
qkkgqywoouwykyqg.org,66.9,2.844
iuckguyqsieiymeq.org,61.9,4.124499999999999
gmqiwwaukgykicem.org,64.9,3.9245000000000005
ciqsccqyuuwousms.org,69.9,4.4285
gqmaoaameimieyog.org,55.9,5.605
mcusegeqmokessmi.org,64.9,5.3155
kugumqymuesycciq.org,66.9,3.9760000000000004
uskgkaoiamucimqu.org,62.9,4.666500000000001
ockuweoqqigiogqy.org,59.9,4.344500000000001
kyuemceaogwssagw.org,66.85,4.722499999999999
gmouwqsauuysscis.org,66.9,4.444000000000001
skckcssaqwqykeuk.org,77.85,3.7195
emskwwiykgguouew.org,61.9,3.961
cemscwggyuiqmgog.org,67.9,4.439500000000001
qkqokmkkgeywygqq.org,68.9,2.8729999999999993
iqaauwkmsqqwgmyc.org,65.9,3.6765
emeomwcwqewmeiuk.org,56.85,4.962
mcayawauccwwggas.org,71.9,4.558
mcamacouewceeiuq.org,60.9,5.645
iuossykkgyeswsqw.org,69.9,3.7785
kywyiommueegimoa.org,56.9,5.106
qgeiyyswqqayaqoy.org,62.9,3.5170000000000003
kuewsykiwsgekqoi.org,64.85,3.9560000000000004
mcyeigugkykamcii.org,67.85,4.525
gqgmeacmaqueiwig.org,59.9,4.5385
eiosqgqesmaqyywu.org,60.9,4.146
gmomeimyiaksgcai.org,63.9,5.316
usqyccskyaeswuiu.org,69.9,4.134500000000001
aameuiucuymkcock.org,66.9,5.1625
ocgguysgsyqucwmw.org,70.9,3.841500000000001
aaoecmmwkaaokkie.org,62.75,5.675
skqokcwwqyywmoca.org,70.9,3.9940000000000007
kyaycqecgwekmkuu.org,69.9,3.9065000000000003
iqyiakwkcqaqwumw.org,63.9,3.393
emauseowoyimweke.org,55.9,5.417
mysogowiocwwcswc.org,69.85,4.979
cesakkmyyoikgyuq.org,69.9,4.0729999999999995
skisuswgoweowqkg.org,65.85,4.064500000000001
emgmuweeqgwiacgq.org,59.9,4.340999999999999
iqkicciacumaiyai.org,64.85,5.0795
iukmmwmqmoqkomsw.org,60.9,4.4575000000000005
qkoooiqwuakcyeak.org,61.8,4.672
ocmkagkgaouuysiq.org,65.9,4.601999999999999
iqsgawiicmcyicqc.org,70.85,4.646000000000001
wsquqsigwmeoswqk.org,63.9,3.6975000000000002
aausyequiggaqcuc.org,64.9,4.386000000000001
ogqquuwaqgkgmykw.org,63.9,3.075
ocwiayuwcqauwiwg.org,61.8,4.085
ogoqoecwuwsgywek.org,62.9,4.505
yacgqaucwyimcmww.org,68.9,4.147
eiieioaqesmqoikk.org,55.85,5.346499999999999
kukcsigcocmwcqqi.org,73.9,4.46
kuwkeysuumcugkua.org,65.85,3.7915000000000005
ocgewsgmmaqgqeso.org,64.9,4.9875
kykkkakyogweouak.org,68.75,3.9200000000000004
mcweswsiecgakmqg.org,69.9,4.6145000000000005
wwiuyecqcsgasgio.org,66.85,4.5155
myqacyogakyaommy.org,66.85,4.7435
iqmuoyoyewmegccw.org,61.85,4.837000000000001
aeskmsaougiicmms.org,65.85,5.5120000000000005
ogouueysmecsygii.org,61.9,5.1335
kyseyeawesyqmseg.org,66.85,4.3774999999999995
qkgqkgegemasaoou.org,62.7,4.666
uoikaoemwuykewoc.org,58.9,5.1354999999999995
emmswkiiwssekkou.org,64.9,4.656000000000001
uoueqkogmsusyeoa.org,58.9,5.1160000000000005
uoqiaauymmukseme.org,56.9,5.003000000000001
uoaqmsqksckgmcck.org,76.85,4.4895000000000005
yawscqayguywwioq.org,64.9,3.6410000000000005
socykgsoamkiowss.org,71.85,5.1485
ciecmmcqkoksimym.org,70.9,5.190500000000001
eikwgwcaoeqgqwgm.org,62.85,4.1080000000000005
kugqosiekaqicmiq.org,62.9,4.394500000000001
kyoiuecueyguueyq.org,58.7,4.2325
aamikwiiskqacwgq.org,65.9,4.141500000000001
ceycuowakceoqmgg.org,67.85,5.025
aaqosmwyumqsueis.org,60.9,4.638
iucwgwymesymaygm.org,65.85,4.1815
qkwgwmekwoegwoay.org,61.75,4.0329999999999995
myqagmyeawcseume.org,62.85,4.817500000000001
ceegwyywqokiegao.org,61.85,4.6450000000000005
qgmigomwmwyucqec.org,63.85,4.316000000000001
qkwucekqaygqsecy.org,70.9,3.6390000000000007
gqeuseyowucmmoay.org,60.9,4.910500000000001
mcswysgcomosoyqy.org,71.9,4.905
wswciaaagkamcgci.org,70.8,4.945
wwimasiaokuuicqs.org,61.9,4.6465000000000005
emekkuksiyaqkwos.org,66.9,4.249
eiqiueyyieqcqmeu.org,54.9,4.471
aegyoumsquoyyuka.org,60.9,4.4399999999999995
gqikmeiycymemkey.org,64.85,4.441000000000001
ocuwuikqemoesagw.org,59.9,4.876
sokiumcgwosweqse.org,64.9,4.888
cikioumikmmqmgyg.org,63.85,4.503000000000001
ogsuuqqwcmsweymm.org,63.9,4.2219999999999995
ciamysiogewycamk.org,67.85,5.06
ywwuscwgcgcossmy.org,75.85,4.225
wwwkqqkqoouugegy.org,59.8,3.2334999999999994
eiiweeeegowmoeis.org,48.7,5.9399999999999995
gqyeuecmameaumiu.org,56.9,5.0329999999999995
aeqaqkgqigqcgomm.org,63.85,4.2555
myokscuwkmqokkys.org,72.85,4.056500000000001
uskyyikqaeecusce.org,68.85,4.5455
mygwigakequuwesi.org,59.9,3.9814999999999996
emcuqigwkuqqsqgk.org,65.85,3.2865
kuywoskuaqsioyyg.org,65.85,3.8920000000000003
gqaqksmqyoeyowos.org,63.85,4.4
yammgqysaceqsqqo.org,66.9,4.2995
ciewomaqoqwssoca.org,63.9,5.4665
iqgaayuemsuckgsy.org,67.9,4.234
soyomycsgoqmauce.org,66.9,5.4345
socikgeaoismyusk.org,67.9,5.169
gqymggoiwkucgqyc.org,69.75,3.617
skmiciaoyesiwqyi.org,63.9,4.755
ocgayqcoqckyaikq.org,71.85,4.3975
ceioiequaoomewea.org,51.9,6.163
qkiewmsuecyycouu.org,63.9,4.481
ocukssgkkqcamqao.org,72.9,4.678500000000001
gqiwaeqeowgcisiu.org,58.9,4.5295000000000005
ywgymwqccmyyauyg.org,70.9,3.415
mycssgcgimmumiwi.org,67.9,4.757
mymqeayewmgqouuc.org,59.9,4.4719999999999995
iqyyiggogemakecm.org,63.9,4.687
emmukuqagqmkmuui.org,57.85,4.0945
iqqwgeogyeqsocie.org,59.9,4.6635
emcuogcmsyuqywqg.org,66.9,4.1365
ogoigamkecymswme.org,63.9,5.337000000000001
sowygaaoyqykwcei.org,65.9,4.411499999999999
iqoswcqqycsawaka.org,69.9,4.2465
ogkcykeosoeqweaq.org,63.9,4.973999999999999
qkssemigkyeyeqws.org,67.85,3.9335
iquomsysqwskaqqq.org,63.849999999999994,3.5215000000000005
gmeosgegeyquaumg.org,59.85,4.692
ceicgqmaskeuqseo.org,65.9,5.141
usyoamkiwsqecayw.org,65.9,4.447500000000001
wsigayciicaicwko.org,68.85,4.9425
gmykksicacesuysa.org,74.9,4.645
emyuaimkkmmuiqaw.org,58.9,4.421500000000001
wwgqaccykkoaaemi.org,67.9,4.6209999999999996
mcayigysusmkkskq.org,74.9,3.941000000000001
mckkewyqsmmsgyko.org,72.9,4.157500000000001
ciamumswesqcakus.org,68.9,4.8445
eiqyeawyiiyqowgq.org,56.9,3.849
myqkgwsemiseywsa.org,66.8,4.1735
mcagwgwmqgqoyymm.org,65.85,3.9845000000000006
wssmsuoauqsoieku.org,61.9,4.883
uskiwmsmogqwqyui.org,61.9,3.8045
qkmqccoqkwgesyei.org,68.85,4.179
skuwuacqqcusckkw.org,74.9,3.6275000000000004
gqkayseeigasqggs.org,68.9,4.1000000000000005
aaamkoswkgsesmgs.org,69.8,4.974
wsoqcsyssumwisok.org,70.85,4.558
emygaswkecegomqa.org,64.9,4.987000000000001
ogsscwmquiuqqceu.org,63.9,4.275
kucokcogmyykwqam.org,70.85,4.2924999999999995
qkkusuucgegesuey.org,65.8,4.0235
qkksuqecsywqeqgs.org,70.85,3.3905000000000003
soccageiqikssium.org,67.9,5.173
yaoigqqoaucgiaec.org,61.9,5.125500000000001
iugssmcegosousak.org,67.9,5.269499999999999
usgieoigsemmysek.org,62.85,5.1065000000000005
aeigucacokekqggy.org,67.9,4.6370000000000005
qgiascwgwiwmqaig.org,63.9,3.9220000000000006
wwwkmcemkyyuqoqc.org,66.85,3.7380000000000004
yaiaeqyikumoysiw.org,59.9,4.4245
kugemekuwqocsoow.org,61.85,4.8155
kuscmqseycwayyus.org,72.85,4.079
mcqsckeceiegossg.org,72.9,5.36
myqeuiuswuasksuk.org,63.9,3.904
cimokegoswceiuii.org,60.9,5.529499999999999
qgaoiykeamiuwoqo.org,55.9,4.889
ogkakkoyugamuiwm.org,62.9,4.422
skyssgauoqsiwuss.org,70.85,4.2155000000000005
ywauwueaaaoacmse.org,58.85,5.364
myggwmqcqeoaquys.org,64.9,3.9955
eiuaeyiyioisgsqw.org,57.85,4.673
ogykgugcoykwaaee.org,65.85,4.6055
qkgascsekaoimsog.org,69.9,5.1505
yweuuwyygyqaakqg.org,63.9,2.9930000000000003
qkqwgykckgggmwus.org,72.85,2.8644999999999996
socckwwqoywmeqoa.org,65.85,4.755000000000001
iuisawoyikmeeiui.org,53.75,5.052
wwqyaosgeiswssga.org,66.85,4.29
cioocymwaygeegcq.org,66.9,5.1505
iuewwyecowiamogo.org,55.9,5.2885
iusscygyguigegom.org,65.85,4.471000000000001
qkiuyqmccgysqciy.org,72.9,3.6775000000000007
kuqsyugssowooouo.org,59.85,4.97
uokkyussqcaoswai.org,67.9,4.6114999999999995
gmwyauokgyqkymwe.org,64.85,3.6305
qgmkcooeywaaaeaw.org,60.85,5.16
iuiquakgiimwwqwk.org,57.9,3.4539999999999997
ockamwegiguayqmq.org,62.9,4.382
gqceceakoseqoeqs.org,65.8,5.297
qkwugmscmawoyiik.org,65.9,4.173
aewuiiamsqwyeeqc.org,58.9,4.6305
gmqoyimguocieuqc.org,60.9,4.8445
ogsiywqiyqsocmio.org,62.85,4.78
cigkoeismamucwyu.org,64.9,4.9405
